ACZ81_RS00010	2.7.7.7
ACZ81_RS00020	5.6.2.2
ACZ81_RS00030	6.1.1.14
ACZ81_RS00035	6.1.1.14
ACZ81_RS00070	2.7.7.7
ACZ81_RS00075	4.2.1.-
ACZ81_RS00090	2.1.1.176
ACZ81_RS00095	2.1.2.9
ACZ81_RS00100	3.5.1.88
ACZ81_RS00130	1.3.3.3
ACZ81_RS00145	1.1.1.25
ACZ81_RS00195	2.7.7.7
ACZ81_RS00235	4.1.1.36
ACZ81_RS00235	6.3.2.5
ACZ81_RS00280	3.2.2.23
ACZ81_RS00280	4.2.99.18
ACZ81_RS00285	2.7.7.3
ACZ81_RS00290	2.7.1.166
ACZ81_RS00310	2.3.1.29
ACZ81_RS00315	1.1.1.103
ACZ81_RS00320	2.8.1.1
ACZ81_RS00325	3.4.21.105
ACZ81_RS00335	4.1.3.40
ACZ81_RS00340	2.5.1.39
ACZ81_RS00350	3.6.4.12
ACZ81_RS00495	2.5.1.3
ACZ81_RS00500	4.1.99.17
ACZ81_RS00510	2.1.1.107
ACZ81_RS00520	2.5.1.61
ACZ81_RS00535	2.7.4.8
ACZ81_RS00540	2.7.7.6
ACZ81_RS00545	2.7.6.5
ACZ81_RS00545	3.1.7.2
ACZ81_RS00560	3.6.4.12
ACZ81_RS00650	6.3.2.-
ACZ81_RS00760	3.5.4.25
ACZ81_RS00780	3.6.4.12
ACZ81_RS00800	2.7.7.65
ACZ81_RS00805	3.6.4.12
ACZ81_RS00810	2.3.1.30
ACZ81_RS00840	5.1.1.7
ACZ81_RS00845	4.1.1.20
ACZ81_RS00885	6.3.2.45
ACZ81_RS00890	3.1.3.11
ACZ81_RS00895	3.6.1.1
ACZ81_RS00935	3.1.25.-
ACZ81_RS00970	2.7.7.12
ACZ81_RS00975	2.7.1.6
ACZ81_RS01000	3.2.1.22
ACZ81_RS01015	2.7.1.30
ACZ81_RS01025	1.1.5.3
ACZ81_RS01145	3.1.26.-
ACZ81_RS01160	3.4.24.-
ACZ81_RS01175	3.4.24.-
ACZ81_RS01200	2.4.1.21
ACZ81_RS01210	2.1.1.33
ACZ81_RS01220	3.2.2.31
ACZ81_RS01435	3.5.1.44
ACZ81_RS01480	3.5.1.44
ACZ81_RS01625	2.6.1.42
ACZ81_RS01630	5.4.2.11
ACZ81_RS01640	4.2.1.3
ACZ81_RS01760	3.5.1.10
ACZ81_RS01825	2.3.2.2
ACZ81_RS01840	5.4.3.8
ACZ81_RS01845	2.1.3.2
ACZ81_RS01875	5.6.2.2
ACZ81_RS01895	1.2.1.71
ACZ81_RS01900	2.3.1.109
ACZ81_RS01920	6.1.1.2
ACZ81_RS01925	5.1.3.1
ACZ81_RS01945	2.1.1.72
ACZ81_RS01955	4.2.3.4
ACZ81_RS01960	2.7.1.71
ACZ81_RS02035	2.3.1.1
ACZ81_RS02040	4.3.2.1
ACZ81_RS02045	6.3.4.5
ACZ81_RS02050	2.1.3.3
ACZ81_RS02055	2.7.2.8
ACZ81_RS02060	1.2.1.38
ACZ81_RS02065	4.2.3.3
ACZ81_RS02105	2.1.1.207
ACZ81_RS02135	1.1.1.94
ACZ81_RS02180	4.1.1.65
ACZ81_RS02185	3.6.1.-
ACZ81_RS02190	3.1.-.-
ACZ81_RS02210	2.7.7.49
ACZ81_RS02230	2.2.1.6
ACZ81_RS02270	4.2.1.24
ACZ81_RS02280	3.6.4.13
ACZ81_RS02310	4.1.1.21
ACZ81_RS02310	5.4.99.18
ACZ81_RS02315	6.3.4.18
ACZ81_RS02370	6.3.4.4
ACZ81_RS02395	2.3.2.2
ACZ81_RS02420	4.2.1.126
ACZ81_RS02425	5.1.1.1
ACZ81_RS02645	2.3.1.16
ACZ81_RS02660	3.4.13.9
ACZ81_RS02670	2.5.1.90
ACZ81_RS02695	1.15.1.1
ACZ81_RS02730	2.1.1.77
ACZ81_RS02735	5.4.99.27
ACZ81_RS02740	4.6.1.12
ACZ81_RS02745	2.7.7.60
ACZ81_RS02780	1.2.1.88
ACZ81_RS02780	1.5.5.2
ACZ81_RS02805	3.6.1.-
ACZ81_RS02810	2.7.3.9
ACZ81_RS02820	2.5.1.145
ACZ81_RS02825	2.1.1.45
ACZ81_RS02860	5.4.99.28
ACZ81_RS02860	5.4.99.29
ACZ81_RS02910	1.3.1.76
ACZ81_RS02910	2.1.1.107
ACZ81_RS02910	4.99.1.4
ACZ81_RS02940	3.6.1.13
ACZ81_RS02960	5.6.2.2
ACZ81_RS03040	6.3.1.-
ACZ81_RS03060	5.2.1.8
ACZ81_RS03125	2.1.1.107
ACZ81_RS03185	2.7.11.1
ACZ81_RS03280	2.3.1.234
ACZ81_RS03290	2.3.1.15
ACZ81_RS03295	4.1.2.25
ACZ81_RS03300	2.7.6.3
ACZ81_RS03305	3.6.1.27
ACZ81_RS03350	2.7.13.3
ACZ81_RS03425	4.2.1.3
ACZ81_RS03425	4.2.1.99
ACZ81_RS03450	6.5.1.1
ACZ81_RS03455	4.2.1.3
ACZ81_RS03465	2.7.2.4
ACZ81_RS03480	3.6.1.41
ACZ81_RS03490	2.1.1.182
ACZ81_RS03495	1.1.1.262
ACZ81_RS03525	5.3.4.1
ACZ81_RS03545	2.6.99.2
ACZ81_RS03550	2.7.8.7
ACZ81_RS03555	2.1.1.190
ACZ81_RS03560	2.7.6.5
