ACZ81_RS21380	
ACZ81_RS20265	
ACZ81_RS01655	K02946
ACZ81_RS00010	K02338
ACZ81_RS00230	K05501
ACZ81_RS00270	K02913
ACZ81_RS21265	
ACZ81_RS01290	
ACZ81_RS01360	
ACZ81_RS01370	K15727
ACZ81_RS01385	
ACZ81_RS01390	
ACZ81_RS21385	
ACZ81_RS21635	
ACZ81_RS20305	
ACZ81_RS20300	
ACZ81_RS20250	
ACZ81_RS20245	K04653
ACZ81_RS20230	K04654
ACZ81_RS20215	
ACZ81_RS20205	
ACZ81_RS20180	
ACZ81_RS20170	
ACZ81_RS20130	
ACZ81_RS20675	K07156
ACZ81_RS20685	
ACZ81_RS20705	K13638
ACZ81_RS20720	
ACZ81_RS20730	
ACZ81_RS21375	
ACZ81_RS19950	K07233
ACZ81_RS19965	
ACZ81_RS01555	K05499
ACZ81_RS01665	K02926
ACZ81_RS01670	K02892
ACZ81_RS01680	K02965
ACZ81_RS01815	K04752
ACZ81_RS02285	K03671
ACZ81_RS02675	K02888
ACZ81_RS02680	K02899
ACZ81_RS03270	K09117
ACZ81_RS03275	K02970
ACZ81_RS03365	
ACZ81_RS03380	K03561
ACZ81_RS03680	K03599
ACZ81_RS03725	K05808
ACZ81_RS03790	
ACZ81_RS13045	K07738
ACZ81_RS05000	K02388
ACZ81_RS05005	K02389
ACZ81_RS05015	K02391
ACZ81_RS05220	K02420
ACZ81_RS05265	K03413
ACZ81_RS05395	K03563
ACZ81_RS05570	K03561
ACZ81_RS05575	K03559
ACZ81_RS05595	
ACZ81_RS06855	K07589
ACZ81_RS06975	K06186
ACZ81_RS07955	K02916
ACZ81_RS07960	K02887
ACZ81_RS08100	K01889
ACZ81_RS08545	K02911
ACZ81_RS08570	K02078
ACZ81_RS08785	K02956
ACZ81_RS09095	
ACZ81_RS09790	K00240
ACZ81_RS09810	K01902
ACZ81_RS02585	
ACZ81_RS12040	K07484
ACZ81_RS20115	K07484
ACZ81_RS20645	K07484
ACZ81_RS12065	
ACZ81_RS13020	K03625
ACZ81_RS13135	K03088
ACZ81_RS13320	K03530
ACZ81_RS13495	K00940
ACZ81_RS11165	
ACZ81_RS11245	K08722
ACZ81_RS17270	K02879
ACZ81_RS17280	K02986
ACZ81_RS17285	K02948
ACZ81_RS17290	K02952
ACZ81_RS17295	K02919
ACZ81_RS17315	K02988
ACZ81_RS17330	K02994
ACZ81_RS17350	K02874
ACZ81_RS14810	K03925
ACZ81_RS20915	
ACZ81_RS17500	K03704
ACZ81_RS18445	K02939
ACZ81_RS18450	K02963
ACZ81_RS18995	K02300
ACZ81_RS19085	K04078
ACZ81_RS19195	K03557
ACZ81_RS19415	K07070
ACZ81_RS21370	
ACZ81_RS19845	K02115
ACZ81_RS19865	K02110
ACZ81_RS19870	K02108
ACZ81_RS19940	K02914
ACZ81_RS00035	K01878
ACZ81_RS00050	K09894
ACZ81_RS00060	
ACZ81_RS00080	K03498
ACZ81_RS00085	K03499
ACZ81_RS00100	K01462
ACZ81_RS00115	K03747
ACZ81_RS00140	K06886
ACZ81_RS00240	K03630
ACZ81_RS00245	
ACZ81_RS00250	
ACZ81_RS00265	K02902
ACZ81_RS00315	K00060
ACZ81_RS00320	K02439
ACZ81_RS00345	K09806
ACZ81_RS00360	
ACZ81_RS00460	K06918
ACZ81_RS00470	
ACZ81_RS00485	
ACZ81_RS00520	K01749
ACZ81_RS00540	K03060
ACZ81_RS00570	K24138
ACZ81_RS00575	
ACZ81_RS00670	
ACZ81_RS00695	K11741
ACZ81_RS00710	K03585
ACZ81_RS00715	K18138
ACZ81_RS00720	
ACZ81_RS00740	
ACZ81_RS00760	K01497
ACZ81_RS00810	K00640
ACZ81_RS00835	K09921
ACZ81_RS00840	K01778
ACZ81_RS00860	K19302
ACZ81_RS00865	K02553
ACZ81_RS00890	K03841
ACZ81_RS00895	K01507
ACZ81_RS00900	K09950
ACZ81_RS00955	K06889
ACZ81_RS00960	K02529
ACZ81_RS00970	K00965
ACZ81_RS00985	K03111
ACZ81_RS01010	K02014
ACZ81_RS01020	K02444
ACZ81_RS01055	
ACZ81_RS01125	K03569
ACZ81_RS01145	K08301
ACZ81_RS01190	K07773
ACZ81_RS01195	
ACZ81_RS01225	
ACZ81_RS01410	K03413
ACZ81_RS01420	K03408
ACZ81_RS01450	K03413
ACZ81_RS01460	K03408
ACZ81_RS01480	K03411
ACZ81_RS01490	
ACZ81_RS01510	
ACZ81_RS01545	
ACZ81_RS01580	
ACZ81_RS01585	
ACZ81_RS01630	K01834
ACZ81_RS01645	
ACZ81_RS01660	K02906
ACZ81_RS01685	K02890
ACZ81_RS01690	K02982
ACZ81_RS01695	K02878
ACZ81_RS01700	K02904
ACZ81_RS01820	K03320
ACZ81_RS01825	K00681
ACZ81_RS01830	K07223
ACZ81_RS01840	K01845
ACZ81_RS01865	
ACZ81_RS01880	
ACZ81_RS01890	
ACZ81_RS01900	K00673
ACZ81_RS01935	
ACZ81_RS01940	
ACZ81_RS01945	K06223
ACZ81_RS01960	K00891
ACZ81_RS01970	K02665
ACZ81_RS01975	K02664
ACZ81_RS02025	
ACZ81_RS02065	K01734
ACZ81_RS02075	K02393
ACZ81_RS02095	K07640
ACZ81_RS02105	K03216
ACZ81_RS02130	
ACZ81_RS02140	K03071
ACZ81_RS02145	K03676
ACZ81_RS02150	
ACZ81_RS02155	K22719
ACZ81_RS02165	
ACZ81_RS02175	
ACZ81_RS02205	
ACZ81_RS02245	K03117
ACZ81_RS02250	K03118
ACZ81_RS02255	
ACZ81_RS02290	K03628
ACZ81_RS02305	K03313
ACZ81_RS02310	K01588
ACZ81_RS02330	K04047
ACZ81_RS02345	
ACZ81_RS02365	K09937
ACZ81_RS02370	K01939
ACZ81_RS02390	
ACZ81_RS02440	
ACZ81_RS02485	K06193
ACZ81_RS02505	
ACZ81_RS02660	K01271
ACZ81_RS02670	K02523
ACZ81_RS02685	K03979
ACZ81_RS02705	
ACZ81_RS02725	
ACZ81_RS02730	K00573
ACZ81_RS02750	K05589
ACZ81_RS02765	
ACZ81_RS02805	K08311
ACZ81_RS02825	K00560
ACZ81_RS02850	
ACZ81_RS03085	K19302
ACZ81_RS03100	
ACZ81_RS03170	
ACZ81_RS03175	K03673
ACZ81_RS03200	
ACZ81_RS03250	
ACZ81_RS03260	K03086
ACZ81_RS03290	K08591
ACZ81_RS03295	K01633
ACZ81_RS03300	K00950
ACZ81_RS03305	K06153
ACZ81_RS03310	K02503
ACZ81_RS03320	
ACZ81_RS03330	K23779
ACZ81_RS03335	K03554
ACZ81_RS03345	K07657
ACZ81_RS03370	
